Category,Order Date,Segment,Number of Records,Sales Target (Sales Target)
Technology,12/23/2016,Consumer,1,2922
Technology,12/29/2016,Consumer,1,44
Technology,12/29/2016,Consumer,1,9347
Technology,12/30/2016,Consumer,1,35
Technology,1/4/2014,Corporate,1,887
Technology,1/10/2014,Corporate,1,204
Technology,1/15/2014,Corporate,1,166
Technology,1/19/2014,Corporate,1,53
Technology,1/27/2014,Corporate,1,2990
Technology,2/3/2014,Corporate,1,48
Technology,2/7/2014,Corporate,1,325
Technology,2/13/2014,Corporate,1,314
Technology,2/14/2014,Corporate,1,358
Technology,2/16/2014,Corporate,1,19
Technology,2/18/2014,Corporate,1,1437
Technology,2/24/2014,Corporate,1,855
Technology,3/1/2014,Corporate,1,73
Technology,3/1/2014,Corporate,1,169
Technology,3/4/2014,Corporate,1,225
Technology,3/7/2014,Corporate,1,207
Technology,3/7/2014,Corporate,1,994
Technology,3/18/2014,Corporate,1,287
Technology,4/1/2014,Corporate,1,243
Technology,4/5/2014,Corporate,1,183
Technology,4/5/2014,Corporate,1,451
Technology,4/6/2014,Corporate,1,285
Technology,4/7/2014,Corporate,1,1773
Technology,4/11/2014,Corporate,1,16
Technology,4/23/2014,Corporate,1,28
Technology,4/23/2014,Corporate,1,164
Technology,4/25/2014,Corporate,1,488
Technology,4/29/2014,Corporate,1,14
Technology,5/10/2014,Corporate,1,69
Technology,5/10/2014,Corporate,1,455
Technology,5/15/2014,Corporate,1,68
Technology,5/15/2014,Corporate,1,379
Technology,5/20/2014,Corporate,1,305
Technology,5/25/2014,Corporate,1,81
Technology,6/3/2014,Corporate,1,1401
Technology,6/9/2014,Corporate,1,91
Technology,6/11/2014,Corporate,1,66
Technology,6/11/2014,Corporate,1,248
Technology,6/13/2014,Corporate,1,334
Technology,6/16/2014,Corporate,1,64
Technology,6/16/2014,Corporate,1,198
Technology,6/22/2014,Corporate,1,150
Technology,7/3/2014,Corporate,1,982
Technology,7/6/2014,Corporate,1,161
Technology,7/12/2014,Corporate,1,3265
Technology,7/14/2014,Corporate,1,270
Technology,7/16/2014,Corporate,1,392
Technology,7/18/2014,Corporate,1,687
Technology,7/22/2014,Corporate,1,62
Technology,7/27/2014,Corporate,1,52
Technology,7/29/2014,Corporate,1,41
Technology,8/19/2014,Corporate,1,79
Technology,8/20/2014,Corporate,1,21
Technology,8/21/2014,Corporate,1,26
Technology,9/8/2014,Corporate,1,165
Technology,9/19/2014,Corporate,1,548
Technology,9/20/2014,Corporate,1,90
Technology,9/21/2014,Corporate,1,633
Technology,9/24/2014,Corporate,1,1426
Technology,9/29/2014,Corporate,1,2667
Technology,9/30/2014,Corporate,1,227
Technology,10/1/2014,Corporate,1,795
Technology,10/2/2014,Corporate,1,1551
Technology,10/6/2014,Corporate,1,236
Technology,10/9/2014,Corporate,1,22
Technology,10/12/2014,Corporate,1,720
Technology,10/15/2014,Corporate,1,1249
Technology,10/16/2014,Corporate,1,117
Technology,10/20/2014,Corporate,1,512
Technology,10/28/2014,Corporate,1,16
Technology,11/2/2014,Corporate,1,30
Technology,11/7/2014,Corporate,1,946
Technology,11/9/2014,Corporate,1,601
Technology,11/11/2014,Corporate,1,1164
Technology,11/12/2014,Corporate,1,94
Technology,11/12/2014,Corporate,1,276
Technology,11/12/2014,Corporate,1,1241
Technology,11/14/2014,Corporate,1,3040
Technology,11/17/2014,Corporate,1,202
Technology,11/22/2014,Corporate,1,393
Technology,11/23/2014,Corporate,1,62
Technology,11/25/2014,Corporate,1,426
Technology,11/26/2014,Corporate,1,295
Technology,11/28/2014,Corporate,1,371
Technology,11/29/2014,Corporate,1,75
Technology,11/29/2014,Corporate,1,671
Technology,12/9/2014,Corporate,1,248
Technology,12/12/2014,Corporate,1,456
Technology,1/3/2015,Corporate,1,1802
Technology,1/6/2015,Corporate,1,181
Technology,1/7/2015,Corporate,1,707
Technology,1/15/2015,Corporate,1,161
Technology,1/15/2015,Corporate,1,571
Technology,1/19/2015,Corporate,1,320
Technology,1/20/2015,Corporate,1,1214
Technology,1/20/2015,Corporate,1,1276
Technology,1/23/2015,Corporate,1,400
Technology,1/28/2015,Corporate,1,5349
Technology,2/2/2015,Corporate,1,185
Technology,2/7/2015,Corporate,1,35
Technology,2/13/2015,Corporate,1,547
Technology,2/15/2015,Corporate,1,155
Technology,2/20/2015,Corporate,1,290
Technology,2/24/2015,Corporate,1,50
Technology,2/24/2015,Corporate,1,2860
Technology,2/25/2015,Corporate,1,482
Technology,3/1/2015,Corporate,1,556
Technology,3/4/2015,Corporate,1,26
Technology,3/4/2015,Corporate,1,209
Technology,3/12/2015,Corporate,1,400
Technology,3/12/2015,Corporate,1,516
Technology,3/16/2015,Corporate,1,18
Technology,3/17/2015,Corporate,1,116
Technology,3/18/2015,Corporate,1,1071
Technology,3/23/2015,Corporate,1,9
Technology,3/23/2015,Corporate,1,2550
Technology,3/27/2015,Corporate,1,34
Technology,3/28/2015,Corporate,1,29
Technology,3/30/2015,Corporate,1,216
Technology,4/1/2015,Corporate,1,86
Technology,4/5/2015,Corporate,1,1171
Technology,4/7/2015,Corporate,1,18900
Technology,4/20/2015,Corporate,1,500
Technology,4/21/2015,Corporate,1,409
Technology,4/26/2015,Corporate,1,107
Technology,4/27/2015,Corporate,1,1008
Technology,4/28/2015,Corporate,1,519
Technology,4/30/2015,Corporate,1,510
Technology,5/2/2015,Corporate,1,114
Technology,5/14/2015,Corporate,1,810
Technology,5/18/2015,Corporate,1,4655
Technology,5/19/2015,Corporate,1,754
Technology,5/19/2015,Corporate,1,1482
Technology,5/23/2015,Corporate,1,223
Technology,5/25/2015,Corporate,1,162
Technology,6/15/2015,Corporate,1,34
Technology,6/19/2015,Corporate,1,63
Technology,6/22/2015,Corporate,1,177
Technology,6/26/2015,Corporate,1,386
Technology,7/14/2015,Corporate,1,454
Technology,7/17/2015,Corporate,1,701
Technology,7/19/2015,Corporate,1,1017
Technology,7/28/2015,Corporate,1,157
Technology,7/31/2015,Corporate,1,212
Technology,8/2/2015,Corporate,1,36
Technology,8/4/2015,Corporate,1,63
Technology,8/5/2015,Corporate,1,23
Technology,8/11/2015,Corporate,1,166
Technology,8/13/2015,Corporate,1,311
Technology,8/17/2015,Corporate,1,102
Technology,8/23/2015,Corporate,1,1478
Technology,9/1/2015,Corporate,1,222
Technology,9/3/2015,Corporate,1,510
Technology,9/4/2015,Corporate,1,573
Technology,9/8/2015,Corporate,1,182
Technology,9/10/2015,Corporate,1,501
Technology,9/17/2015,Corporate,1,341
Technology,9/17/2015,Corporate,1,3181
Technology,9/20/2015,Corporate,1,303
Technology,9/29/2015,Corporate,1,399
Technology,10/6/2015,Corporate,1,692
Technology,10/8/2015,Corporate,1,332
Technology,10/16/2015,Corporate,1,186
Technology,10/24/2015,Corporate,1,451
Technology,10/29/2015,Corporate,1,356
Technology,11/5/2015,Corporate,1,1076
Technology,11/7/2015,Corporate,1,221
Technology,11/7/2015,Corporate,1,873
Technology,11/9/2015,Corporate,1,4969
Technology,11/12/2015,Corporate,1,15
Technology,11/16/2015,Corporate,1,463
Technology,11/18/2015,Corporate,1,121
Technology,11/24/2015,Corporate,1,532
Technology,11/29/2015,Corporate,1,3939
Technology,12/2/2015,Corporate,1,157
Technology,12/2/2015,Corporate,1,316
Technology,12/2/2015,Corporate,1,1196
Technology,12/7/2015,Corporate,1,141
Technology,12/9/2015,Corporate,1,117
Technology,12/12/2015,Corporate,1,636
Technology,12/14/2015,Corporate,1,22
Technology,12/16/2015,Corporate,1,2546
Technology,12/19/2015,Corporate,1,163
Technology,12/22/2015,Corporate,1,2468
Technology,12/26/2015,Corporate,1,44
Technology,12/30/2015,Corporate,1,2986
Technology,12/31/2015,Corporate,1,5246
Technology,1/2/2016,Corporate,1,67
Technology,1/4/2016,Corporate,1,401
Technology,1/6/2016,Corporate,1,194
Technology,1/9/2016,Corporate,1,1148
Technology,1/14/2016,Corporate,1,740
Technology,1/15/2016,Corporate,1,407
Technology,1/26/2016,Corporate,1,121
Technology,1/31/2016,Corporate,1,92
Technology,2/3/2016,Corporate,1,80
Technology,2/6/2016,Corporate,1,66
Technology,2/10/2016,Corporate,1,19
Technology,2/12/2016,Corporate,1,213
Technology,2/13/2016,Corporate,1,172
Technology,2/13/2016,Corporate,1,533
Technology,2/17/2016,Corporate,1,330
Technology,2/17/2016,Corporate,1,396
Technology,2/24/2016,Corporate,1,100
Technology,2/25/2016,Corporate,1,35
Technology,2/25/2016,Corporate,1,627
Technology,3/5/2016,Corporate,1,100
Technology,3/7/2016,Corporate,1,530
Technology,3/10/2016,Corporate,1,790
Technology,3/11/2016,Corporate,1,34
Technology,3/13/2016,Corporate,1,654
Technology,3/18/2016,Corporate,1,650
Technology,3/19/2016,Corporate,1,473
Technology,3/26/2016,Corporate,1,13
Technology,3/26/2016,Corporate,1,14
Technology,3/27/2016,Corporate,1,105
Technology,3/27/2016,Corporate,1,416
Technology,4/5/2016,Corporate,1,300
Technology,4/11/2016,Corporate,1,100
Technology,4/12/2016,Corporate,1,56
Technology,4/12/2016,Corporate,1,544
Technology,4/15/2016,Corporate,1,558
Technology,4/25/2016,Corporate,1,9373
Technology,4/26/2016,Corporate,1,147
Technology,4/28/2016,Corporate,1,95
Technology,4/29/2016,Corporate,1,627
Technology,5/1/2016,Corporate,1,59
Technology,5/2/2016,Corporate,1,294
Technology,5/3/2016,Corporate,1,99
Technology,5/6/2016,Corporate,1,499
Technology,5/7/2016,Corporate,1,345
Technology,5/10/2016,Corporate,1,36
Technology,5/16/2016,Corporate,1,138
Technology,5/23/2016,Corporate,1,124
Technology,5/24/2016,Corporate,1,89
Technology,5/27/2016,Corporate,1,202
Technology,6/4/2016,Corporate,1,244
Technology,6/7/2016,Corporate,1,15
Technology,6/7/2016,Corporate,1,2551
Technology,6/8/2016,Corporate,1,3132
Technology,6/10/2016,Corporate,1,84
Technology,6/12/2016,Corporate,1,81
Technology,6/17/2016,Corporate,1,9902
Technology,6/19/2016,Corporate,1,128
Technology,6/22/2016,Corporate,1,470
Technology,6/25/2016,Corporate,1,194
Technology,6/30/2016,Corporate,1,1205
Technology,7/2/2016,Corporate,1,293
Technology,7/5/2016,Corporate,1,2180
Technology,7/12/2016,Corporate,1,371
Technology,7/14/2016,Corporate,1,62
Technology,7/14/2016,Corporate,1,2045
Technology,7/23/2016,Corporate,1,734
Technology,7/24/2016,Corporate,1,2112
Technology,7/27/2016,Corporate,1,50
Technology,7/29/2016,Corporate,1,1067
Technology,8/2/2016,Corporate,1,65
Technology,8/4/2016,Corporate,1,457
Technology,8/5/2016,Corporate,1,135
Technology,8/5/2016,Corporate,1,641
Technology,8/11/2016,Corporate,1,20
Technology,8/11/2016,Corporate,1,1155
Technology,8/12/2016,Corporate,1,183
Technology,8/17/2016,Corporate,1,210
Technology,8/17/2016,Corporate,1,344
Technology,8/19/2016,Corporate,1,64
Technology,8/27/2016,Corporate,1,434
Technology,8/28/2016,Corporate,1,3366
Technology,9/6/2016,Corporate,1,2620
Technology,9/9/2016,Corporate,1,599
Technology,9/11/2016,Corporate,1,73
Technology,9/11/2016,Corporate,1,285
Technology,9/13/2016,Corporate,1,88
Technology,9/19/2016,Corporate,1,67
Technology,9/21/2016,Corporate,1,65
Technology,9/22/2016,Corporate,1,49
Technology,9/29/2016,Corporate,1,419
Technology,10/4/2016,Corporate,1,253
Technology,10/5/2016,Corporate,1,312
Technology,10/7/2016,Corporate,1,49
Technology,10/17/2016,Corporate,1,141
Technology,10/22/2016,Corporate,1,245
Technology,10/24/2016,Corporate,1,310
Technology,10/27/2016,Corporate,1,410
Technology,10/28/2016,Corporate,1,102
Technology,10/30/2016,Corporate,1,124
Technology,11/3/2016,Corporate,1,2584
Technology,11/4/2016,Corporate,1,100
Technology,11/7/2016,Corporate,1,4
Technology,11/18/2016,Corporate,1,24
Technology,12/10/2016,Corporate,1,111
Technology,12/10/2016,Corporate,1,1518
Technology,12/20/2016,Corporate,1,254
Technology,12/23/2016,Corporate,1,77
Technology,12/24/2016,Corporate,1,446
Technology,12/30/2016,Corporate,1,71
Technology,12/31/2016,Corporate,1,309
Technology,1/16/2014,Home Office,1,1326
Technology,2/2/2014,Home Office,1,172
Technology,2/5/2014,Home Office,1,250
Technology,2/11/2014,Home Office,1,556
Technology,2/17/2014,Home Office,1,59
Technology,2/21/2014,Home Office,1,188
Technology,2/26/2014,Home Office,1,2048
Technology,3/9/2014,Home Office,1,658
Technology,3/10/2014,Home Office,1,549
Technology,3/15/2014,Home Office,1,775
Technology,3/16/2014,Home Office,1,673
Technology,3/23/2014,Home Office,1,204
Technology,3/23/2014,Home Office,1,1282
Technology,3/26/2014,Home Office,1,301
Technology,4/1/2014,Home Office,1,156
Technology,4/2/2014,Home Office,1,593
Technology,4/6/2014,Home Office,1,2805
Technology,4/7/2014,Home Office,1,739
Technology,4/9/2014,Home Office,1,67
Technology,4/15/2014,Home Office,1,430
Technology,4/20/2014,Home Office,1,22
Technology,4/23/2014,Home Office,1,214
Technology,4/27/2014,Home Office,1,50
Technology,4/30/2014,Home Office,1,968
Technology,5/8/2014,Home Office,1,1184
Technology,5/11/2014,Home Office,1,106
Technology,5/15/2014,Home Office,1,380
Technology,5/18/2014,Home Office,1,245
Technology,5/24/2014,Home Office,1,20
Technology,6/3/2014,Home Office,1,854
Technology,6/3/2014,Home Office,1,862
Technology,6/16/2014,Home Office,1,608
Technology,6/20/2014,Home Office,1,737
Technology,6/23/2014,Home Office,1,178
Technology,7/5/2014,Home Office,1,601
Technology,7/6/2014,Home Office,1,76
Technology,7/28/2014,Home Office,1,3091
Technology,8/12/2014,Home Office,1,53
Technology,8/14/2014,Home Office,1,801
Technology,8/19/2014,Home Office,1,2580
Technology,9/11/2014,Home Office,1,351
Technology,9/13/2014,Home Office,1,266
Technology,9/15/2014,Home Office,1,64
Technology,9/17/2014,Home Office,1,535
Technology,9/26/2014,Home Office,1,1094
Technology,9/28/2014,Home Office,1,40
Technology,10/15/2014,Home Office,1,131
Technology,10/19/2014,Home Office,1,1385
Technology,10/29/2014,Home Office,1,253
Technology,11/17/2014,Home Office,1,65
Technology,11/22/2014,Home Office,1,149
Technology,11/24/2014,Home Office,1,1430
Technology,11/25/2014,Home Office,1,519
Technology,11/26/2014,Home Office,1,85
Technology,11/28/2014,Home Office,1,131
Technology,11/28/2014,Home Office,1,629
Technology,12/1/2014,Home Office,1,983
Technology,12/8/2014,Home Office,1,62
Technology,12/11/2014,Home Office,1,3053
Technology,12/13/2014,Home Office,1,238
Technology,12/17/2014,Home Office,1,516
Technology,12/24/2014,Home Office,1,219
Technology,12/27/2014,Home Office,1,872
Technology,1/5/2015,Home Office,1,417
Technology,1/6/2015,Home Office,1,282
Technology,1/7/2015,Home Office,1,15
Technology,1/10/2015,Home Office,1,296
Technology,1/11/2015,Home Office,1,160
Technology,1/13/2015,Home Office,1,495
Technology,1/20/2015,Home Office,1,15
Technology,1/31/2015,Home Office,1,322
Technology,1/31/2015,Home Office,1,495
Technology,2/4/2015,Home Office,1,697
Technology,2/16/2015,Home Office,1,715
Technology,2/18/2015,Home Office,1,12
Technology,2/24/2015,Home Office,1,44
Technology,3/1/2015,Home Office,1,63
Technology,3/3/2015,Home Office,1,1151
Technology,3/24/2015,Home Office,1,190
Technology,4/1/2015,Home Office,1,96
Technology,4/3/2015,Home Office,1,209
Technology,4/11/2015,Home Office,1,1023
Technology,4/14/2015,Home Office,1,160
Technology,5/7/2015,Home Office,1,38
Technology,5/9/2015,Home Office,1,82
Technology,5/9/2015,Home Office,1,238
Technology,5/26/2015,Home Office,1,229
Technology,6/4/2015,Home Office,1,516
Technology,6/8/2015,Home Office,1,162
Technology,6/8/2015,Home Office,1,2009
Technology,6/19/2015,Home Office,1,78
Technology,6/20/2015,Home Office,1,30
Technology,6/30/2015,Home Office,1,453
Technology,7/1/2015,Home Office,1,3837
Technology,7/5/2015,Home Office,1,832
Technology,7/6/2015,Home Office,1,29
Technology,7/10/2015,Home Office,1,3097
Technology,7/12/2015,Home Office,1,249
Technology,7/14/2015,Home Office,1,43
Technology,7/26/2015,Home Office,1,607
Technology,8/3/2015,Home Office,1,15
Technology,8/4/2015,Home Office,1,37
Technology,8/7/2015,Home Office,1,40
Technology,8/7/2015,Home Office,1,45
Technology,8/10/2015,Home Office,1,394
Technology,8/19/2015,Home Office,1,23
Technology,8/22/2015,Home Office,1,171
Technology,8/24/2015,Home Office,1,467
Technology,8/28/2015,Home Office,1,56
Technology,9/1/2015,Home Office,1,1050
Technology,9/10/2015,Home Office,1,232
Technology,9/21/2015,Home Office,1,225
Technology,9/24/2015,Home Office,1,29
Technology,10/3/2015,Home Office,1,535
Technology,10/9/2015,Home Office,1,57
Technology,10/21/2015,Home Office,1,166
Technology,10/25/2015,Home Office,1,316
Technology,10/30/2015,Home Office,1,296
Technology,11/5/2015,Home Office,1,215
Technology,11/10/2015,Home Office,1,163
Technology,11/18/2015,Home Office,1,305
Technology,11/19/2015,Home Office,1,14
Technology,11/19/2015,Home Office,1,62
Technology,11/19/2015,Home Office,1,554
Technology,12/5/2015,Home Office,1,473
Technology,12/13/2015,Home Office,1,1172
Technology,12/21/2015,Home Office,1,418
Technology,12/22/2015,Home Office,1,3331
Technology,12/29/2015,Home Office,1,85
Technology,12/31/2015,Home Office,1,2485
Technology,1/1/2016,Home Office,1,1397
Technology,1/2/2016,Home Office,1,242
Technology,1/3/2016,Home Office,1,154
Technology,1/21/2016,Home Office,1,154
Technology,1/26/2016,Home Office,1,385
Technology,2/26/2016,Home Office,1,266
Technology,2/28/2016,Home Office,1,2299
Technology,3/6/2016,Home Office,1,508
Technology,3/10/2016,Home Office,1,12
Technology,3/16/2016,Home Office,1,172
Technology,4/14/2016,Home Office,1,32
Technology,4/22/2016,Home Office,1,1010
Technology,4/28/2016,Home Office,1,27
Technology,5/10/2016,Home Office,1,6
Technology,5/10/2016,Home Office,1,562
Technology,5/19/2016,Home Office,1,243
Technology,5/20/2016,Home Office,1,1004
Technology,5/23/2016,Home Office,1,11741
Technology,5/28/2016,Home Office,1,18
Technology,6/11/2016,Home Office,1,1072
Technology,6/12/2016,Home Office,1,416
Technology,6/13/2016,Home Office,1,97
Technology,6/16/2016,Home Office,1,83
Technology,6/20/2016,Home Office,1,92
Technology,6/20/2016,Home Office,1,330
Technology,6/22/2016,Home Office,1,1545
Technology,6/24/2016,Home Office,1,648
Technology,6/27/2016,Home Office,1,123
Technology,6/28/2016,Home Office,1,231
Technology,7/6/2016,Home Office,1,712
Technology,7/10/2016,Home Office,1,25
Technology,7/12/2016,Home Office,1,261
Technology,7/22/2016,Home Office,1,32
Technology,7/22/2016,Home Office,1,98
Technology,8/1/2016,Home Office,1,65
Technology,8/1/2016,Home Office,1,632
Technology,8/1/2016,Home Office,1,722
Technology,8/1/2016,Home Office,1,4752
Technology,8/5/2016,Home Office,1,507
Technology,8/15/2016,Home Office,1,30
Technology,8/20/2016,Home Office,1,1584
Technology,8/22/2016,Home Office,1,44
Technology,8/30/2016,Home Office,1,48
Technology,9/1/2016,Home Office,1,710
Technology,9/2/2016,Home Office,1,408
Technology,9/4/2016,Home Office,1,166
Technology,9/5/2016,Home Office,1,322
Technology,9/13/2016,Home Office,1,90
Technology,9/17/2016,Home Office,1,48
Technology,9/22/2016,Home Office,1,152
Technology,9/25/2016,Home Office,1,3281
Technology,9/26/2016,Home Office,1,7317
Technology,10/11/2016,Home Office,1,92
Technology,10/17/2016,Home Office,1,45
Technology,10/17/2016,Home Office,1,83
Technology,10/18/2016,Home Office,1,48
Technology,10/19/2016,Home Office,1,135
Technology,10/22/2016,Home Office,1,1577
Technology,12/3/2016,Home Office,1,7
Technology,12/3/2016,Home Office,1,820
Technology,12/3/2016,Home Office,1,1918
Technology,12/4/2016,Home Office,1,216
